solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
0.0002474561333656311,0.021444037556648254,true,3,-1,2,5,res_kanto11.gml
0.00023753196001052856,0.01811838150024414,true,5,-1,4,5,res_kanto11.gml
0.0003325045108795166,0.021442443132400513,true,7,-1,6,5,res_kanto11.gml
0.0007367506623268127,0.03912420570850372,true,10,-1,8,5,res_kanto11.gml
0.0007581338286399841,0.04149473458528519,true,12,-1,10,5,res_kanto11.gml
0.02168872207403183,0.07481987774372101,true,86,-1,12,5,res_kanto11.gml
0.02855023741722107,0.10918409377336502,true,283,-1,14,5,res_kanto11.gml
0.04559287428855896,0.12948079407215118,true,283,-1,16,5,res_kanto11.gml
0.0462285652756691,0.12927496433258057,true,1211,-1,18,5,res_kanto11.gml
0.10346979647874832,0.21689675003290176,true,210,-1,20,5,res_kanto11.gml
0.07822244614362717,0.19672831147909164,true,285,-1,22,5,res_kanto11.gml
0.3637676164507866,0.6004123762249947,true,565,-1,24,5,res_kanto11.gml
0.5075916275382042,0.8037296831607819,true,622,-1,26,5,res_kanto11.gml
0.58403180539608,0.9676923006772995,true,1534,-1,28,5,res_kanto11.gml
1.3360901698470116,1.6535212099552155,true,1641,-1,30,5,res_kanto11.gml
1.5212858617305756,1.897911325097084,true,2117,-1,32,5,res_kanto11.gml
1.782371625304222,2.1868038401007652,true,3495,-1,34,5,res_kanto11.gml
3.0205493196845055,3.469512403011322,true,7955,-1,36,5,res_kanto11.gml
10.577597998082638,11.020741321146488,true,12300,-1,38,5,res_kanto11.gml
7.430206090211868,8.07698618620634,true,31744,-1,40,5,res_kanto11.gml
26.587164014577866,32.059592463076115,true,262752,-1,42,5,res_kanto11.gml
310.92979145795107,359.5123275741935,true,1169938,-1,44,5,res_kanto11.gml
