solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
1.374831922352314,21.40822322666645,true,215,-1,5,7,res_dt.gml
1.8062250539660454,22.97542394697666,true,298,-1,6,7,res_dt.gml
3.79406651109457,48.26022746413946,true,276,-1,7,7,res_dt.gml
5.790282107889652,60.66739108413458,true,391,-1,8,7,res_dt.gml
18.24746598303318,143.3943108394742,true,4503,-1,9,7,res_dt.gml
41.865394949913025,248.8516296222806,true,8084,-1,10,7,res_dt.gml
103.41780778765678,176.33667258918285,true,180132,-1,11,7,res_dt.gml
195.1075925156474,277.2976290732622,true,202611,-1,12,7,res_dt.gml
204.0964215695858,314.4982580989599,true,109976,-1,13,7,res_dt.gml
375.9735720977187,492.2322125956416,true,316562,-1,14,7,res_dt.gml
1422.7142324224114,1569.9021099209785,true,147314,-1,15,7,res_dt.gml
