solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
0.00030463188886642456,0.03390010446310043,true,3,-1,2,7,res_dt.gml
0.0003787204623222351,0.03215482085943222,true,3,-1,4,7,res_dt.gml
0.0007452219724655151,0.0475463941693306,true,39,-1,6,7,res_dt.gml
0.0013136491179466248,0.05566840618848801,true,132,-1,8,7,res_dt.gml
0.002157248556613922,0.2187979891896248,true,283,-1,10,7,res_dt.gml
0.01580917090177536,0.08545586466789246,true,37,-1,12,7,res_dt.gml
0.017894387245178223,0.09636702388525009,true,41,-1,14,7,res_dt.gml
0.03270937502384186,0.12042922526597977,true,90,-1,16,7,res_dt.gml
0.18460676819086075,0.3194925934076309,true,816,-1,18,7,res_dt.gml
0.16628164798021317,0.43221602588891983,true,392,-1,20,7,res_dt.gml
0.40760692954063416,0.6505769938230515,true,1173,-1,22,7,res_dt.gml
0.5004834532737732,1.248289480805397,true,852,-1,24,7,res_dt.gml
0.5151521414518356,1.3192534819245338,true,712,-1,26,7,res_dt.gml
1.38832888007164,2.276750236749649,true,1443,-1,28,7,res_dt.gml
2.4767798483371735,5.600982256233692,true,12148,-1,30,7,res_dt.gml
16.88895881175995,19.979106061160564,true,74589,-1,32,7,res_dt.gml
30.00533912330866,33.38134673982859,true,131111,-1,34,7,res_dt.gml
95.88377015292645,99.90065363794565,true,721957,-1,36,7,res_dt.gml
573.0293032303452,1090.7639136835933,true,449214,-1,38,7,res_dt.gml
1935.860429301858,1987.4208722487092,true,273913,-1,40,7,res_dt.gml
