solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
0.00023476779460906982,0.0220077782869339,true,3,-1,2,9,res_kanto11.gml
0.00045406073331832886,0.041007012128829956,true,6,-1,4,9,res_kanto11.gml
0.0006320476531982422,0.03967415541410446,true,9,-1,6,9,res_kanto11.gml
0.0007192343473434448,0.04292203485965729,true,9,-1,8,9,res_kanto11.gml
0.003114275634288788,0.06665471941232681,true,682,-1,10,9,res_kanto11.gml
0.025580473244190216,0.10643629729747772,true,490,-1,12,9,res_kanto11.gml
0.10524376481771469,0.24391499161720276,true,272,-1,14,9,res_kanto11.gml
0.16166545450687408,0.3219146355986595,true,691,-1,16,9,res_kanto11.gml
0.16560032218694687,0.34731630980968475,true,655,-1,18,9,res_kanto11.gml
0.44750016182661057,1.0313052162528038,true,1332,-1,20,9,res_kanto11.gml
7.370346300303936,9.324784763157368,true,22843,-1,22,9,res_kanto11.gml
282.8900972083211,286.5845182836056,true,675780,-1,24,9,res_kanto11.gml
269.25428408384323,274.4202221259475,true,492848,-1,26,9,res_kanto11.gml
7.249400824308395,12.248594850301743,true,59001,-1,28,9,res_kanto11.gml
5.4432974979281425,10.645318157970905,true,19933,-1,30,9,res_kanto11.gml
3142.384820088744,3156.5847170576453,true,1630809,-1,32,9,res_kanto11.gml
16.39949994534254,21.67941964417696,true,51215,-1,34,9,res_kanto11.gml
