solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
0.00018311291933059692,0.019571900367736816,true,3,-1,2,3,res_kanto11.gml
0.00047360360622406006,0.03958968073129654,true,6,-1,4,3,res_kanto11.gml
0.000591576099395752,0.040492020547389984,true,9,-1,6,3,res_kanto11.gml
0.0020772889256477356,0.08294229954481125,true,9,-1,8,3,res_kanto11.gml
0.002928435802459717,0.06496696919202805,true,682,-1,10,3,res_kanto11.gml
0.025502309203147888,0.10781136900186539,true,490,-1,12,3,res_kanto11.gml
0.09826111793518066,0.28830215334892273,true,272,-1,14,3,res_kanto11.gml
0.15800299495458603,0.43858306109905243,true,691,-1,16,3,res_kanto11.gml
0.1651197448372841,0.4361712262034416,true,655,-1,18,3,res_kanto11.gml
0.4503595158457756,0.9810669049620628,true,1332,-1,20,3,res_kanto11.gml
7.339216127991676,9.645931452512741,true,22843,-1,22,3,res_kanto11.gml
312.6650877520442,316.6390550583601,true,675780,-1,24,3,res_kanto11.gml
272.55621891468763,277.59784346818924,true,492848,-1,26,3,res_kanto11.gml
8.408405162394047,13.670145951211452,true,59001,-1,28,3,res_kanto11.gml
6.389653697609901,11.87024773657322,true,19933,-1,30,3,res_kanto11.gml
3318.419054083526,3333.1330291628838,true,1630809,-1,32,3,res_kanto11.gml
17.96075950562954,23.20353226363659,true,51215,-1,34,3,res_kanto11.gml
