solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
0.19069009274244308,34.226665787398815,true,158,-1,5,9,res_kanto11.gml
1.418240748345852,53.479098819196224,true,176,-1,6,9,res_kanto11.gml
3.9663302302360535,71.96145784854889,true,509,-1,7,9,res_kanto11.gml
37.20213147252798,805.9521378651261,true,534,-1,8,9,res_kanto11.gml
118.37972505390644,1435.9638301953673,true,8462,-1,9,9,res_kanto11.gml
127.50213272869587,1863.0219419971108,true,5621,-1,10,9,res_kanto11.gml
75.54124312102795,603.0566023513675,true,2777,-1,11,9,res_kanto11.gml
126.79915354400873,847.4406597837806,true,2734,-1,12,9,res_kanto11.gml
190.82123074680567,1182.6915326565504,true,3256,-1,13,9,res_kanto11.gml
317.08307379484177,1702.7604871094227,true,14022,-1,14,9,res_kanto11.gml
409.8922389820218,1678.5058669000864,true,64073,-1,15,9,res_kanto11.gml
